# BUSCO version is: 5.8.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
510174at33208	Complete	JBWBEE010000849.1	16619	7807	-	313.7	272	https://v10-1.orthodb.org/?query=510174at33208	Arf GTPase activating protein
510522at33208	Complete	JBWBEE010002925.1	14756	15887	+	211.8	199	https://v10-1.orthodb.org/?query=510522at33208	DnaJ domain
510581at33208	Complete	JBWBEE010000039.1	303610	302018	-	317.9	230	https://v10-1.orthodb.org/?query=510581at33208	Putative RNA methyltransferase
511272at33208	Complete	JBWBEE010000307.1	15483	26596	+	205.5	217	https://v10-1.orthodb.org/?query=511272at33208	GTP binding domain
511386at33208	Complete	JBWBEE010000793.1	24682	36098	+	389.7	418	https://v10-1.orthodb.org/?query=511386at33208	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
511575at33208	Complete	JBWBEE010001168.1	22421	24855	+	259.2	148	https://v10-1.orthodb.org/?query=511575at33208	Calcium load-activated calcium channel
511668at33208	Complete	JBWBEE010000011.1	139203	137277	-	213.4	181	https://v10-1.orthodb.org/?query=511668at33208	RNA transcription, translation and transport factor protein
514121at33208	Complete	JBWBEE010000006.1	376354	373371	-	285.7	214	https://v10-1.orthodb.org/?query=514121at33208	Leucine-rich repeat
514296at33208	Complete	JBWBEE010000627.1	66877	66307	-	231.6	136	https://v10-1.orthodb.org/?query=514296at33208	Anaphase-promoting complex subunit 10
514565at33208	Complete	JBWBEE010000239.1	83852	80837	-	362.0	191	https://v10-1.orthodb.org/?query=514565at33208	MOB kinase activator family
514675at33208	Complete	JBWBEE010003634.1	2227	7432	+	228.1	200	https://v10-1.orthodb.org/?query=514675at33208	Signal recognition particle receptor, beta subunit
514698at33208	Complete	JBWBEE010000064.1	32313	47855	+	193.3	154	https://v10-1.orthodb.org/?query=514698at33208	UPF0428 family
514724at33208	Complete	JBWBEE010000175.1	170001	162146	-	191.6	156	https://v10-1.orthodb.org/?query=514724at33208	N-acetylglucosaminyl transferase component
514727at33208	Complete	JBWBEE010000005.1	347858	351026	+	71.3	202	https://v10-1.orthodb.org/?query=514727at33208	Mitochondrial ribonuclease P catalytic subunit
514740at33208	Complete	JBWBEE010000170.1	69157	60396	-	256.1	177	https://v10-1.orthodb.org/?query=514740at33208	Pre-mRNA-splicing factor SPF27
514834at33208	Complete	JBWBEE010000010.1	237062	239663	+	157.7	192	https://v10-1.orthodb.org/?query=514834at33208	Transmembrane protein 231
514892at33208	Complete	JBWBEE010000655.1	16028	14096	-	328.6	205	https://v10-1.orthodb.org/?query=514892at33208	tRNAHis guanylyltransferase catalytic domain
515058at33208	Complete	JBWBEE010000234.1	128638	146890	+	469.4	340	https://v10-1.orthodb.org/?query=515058at33208	Suppressor of fused C-terminal
515377at33208	Complete	JBWBEE010000017.1	131744	129259	-	166.8	178	https://v10-1.orthodb.org/?query=515377at33208	TMEM192 family
515410at33208	Complete	JBWBEE010000031.1	27172	25633	-	199.5	147	https://v10-1.orthodb.org/?query=515410at33208	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
515425at33208	Complete	JBWBEE010001149.1	37833	35074	-	183.1	197	https://v10-1.orthodb.org/?query=515425at33208	NADH dehydrogenase 
515528at33208	Complete	JBWBEE010000330.1	84907	72426	-	246.8	267	https://v10-1.orthodb.org/?query=515528at33208	protein downstream neighbor of Son
515640at33208	Complete	JBWBEE010000261.1	18685	16084	-	337.2	195	https://v10-1.orthodb.org/?query=515640at33208	Eukaryotic translation initiation factor 6
516078at33208	Complete	JBWBEE010000243.1	106222	110032	+	333.1	238	https://v10-1.orthodb.org/?query=516078at33208	Deoxyhypusine hydroxylase
516321at33208	Complete	JBWBEE010000780.1	45129	57076	+	223.5	121	https://v10-1.orthodb.org/?query=516321at33208	RNA polymerase Rpb7-like , N-terminal
516481at33208	Duplicated	JBWBEE010002297.1	13335	4635	-	143.4	185	https://v10-1.orthodb.org/?query=516481at33208	Elongator complex protein 6
516481at33208	Duplicated	JBWBEE010002241.1	2907	11238	+	143.0	185	https://v10-1.orthodb.org/?query=516481at33208	Elongator complex protein 6
516659at33208	Complete	JBWBEE010000577.1	32547	29515	-	150.8	205	https://v10-1.orthodb.org/?query=516659at33208	Mediator complex, subunit Med27
516716at33208	Complete	JBWBEE010000087.1	129280	139216	+	335.9	314	https://v10-1.orthodb.org/?query=516716at33208	Forkhead-associated (FHA) domain
517311at33208	Complete	JBWBEE010000050.1	124104	118870	-	238.9	157	https://v10-1.orthodb.org/?query=517311at33208	Endonuclease III-like, conserved site-2
517525at33208	Complete	JBWBEE010001246.1	28307	14143	-	464.7	289	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517686at33208	Fragmented	JBWBEE010000484.1	108739	108030	-	66.8	44	https://v10-1.orthodb.org/?query=517686at33208	ATPase, V1 complex, subunit F
517968at33208	Complete	JBWBEE010002633.1	8524	10594	+	144.0	101	https://v10-1.orthodb.org/?query=517968at33208	Archease domain
518288at33208	Complete	JBWBEE010000483.1	74955	73932	-	426.2	272	https://v10-1.orthodb.org/?query=518288at33208	Bardet-Biedl syndrome 5 protein
518569at33208	Complete	JBWBEE010000165.1	90768	85804	-	349.8	284	https://v10-1.orthodb.org/?query=518569at33208	Macrophage erythroblast attacher
518635at33208	Complete	JBWBEE010000072.1	114570	121028	+	441.0	346	https://v10-1.orthodb.org/?query=518635at33208	Actin-related protein 8
519030at33208	Complete	JBWBEE010000009.1	142319	140128	-	177.5	153	https://v10-1.orthodb.org/?query=519030at33208	GATA zinc finger domain-containing protein 1
519303at33208	Complete	JBWBEE010000012.1	284570	286637	+	417.1	324	https://v10-1.orthodb.org/?query=519303at33208	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
519777at33208	Complete	JBWBEE010001997.1	21013	24681	+	241.4	221	https://v10-1.orthodb.org/?query=519777at33208	Eukaryotic rRNA processing
520011at33208	Complete	JBWBEE010000011.1	447611	444151	-	212.1	214	https://v10-1.orthodb.org/?query=520011at33208	Ribosomal protein S5, C-terminal
521343at33208	Complete	JBWBEE010000036.1	198526	200254	+	134.4	145	https://v10-1.orthodb.org/?query=521343at33208	Mediator complex, subunit Med20
522886at33208	Complete	JBWBEE010000902.1	19617	26226	+	252.7	243	https://v10-1.orthodb.org/?query=522886at33208	Queuosine salvage protein
522988at33208	Complete	JBWBEE010001465.1	17146	29304	+	281.1	285	https://v10-1.orthodb.org/?query=522988at33208	Transglutaminase-like
523206at33208	Complete	JBWBEE010001090.1	37456	35020	-	122.0	110	https://v10-1.orthodb.org/?query=523206at33208	SGS domain
523376at33208	Complete	JBWBEE010000992.1	39441	44970	+	276.3	233	https://v10-1.orthodb.org/?query=523376at33208	Post-GPI attachment to proteins 3
523534at33208	Complete	JBWBEE010000085.1	47033	48230	+	257.7	143	https://v10-1.orthodb.org/?query=523534at33208	Dynactin subunit 5
524148at33208	Complete	JBWBEE010000136.1	106018	110126	+	411.8	323	https://v10-1.orthodb.org/?query=524148at33208	TCF25/Rqc1
524165at33208	Complete	JBWBEE010000346.1	103831	100169	-	279.1	348	https://v10-1.orthodb.org/?query=524165at33208	nitric oxide-associated protein 1
524322at33208	Complete	JBWBEE010000131.1	57196	58273	+	158.7	129	https://v10-1.orthodb.org/?query=524322at33208	Mitochondrial import inner membrane translocase subunit Tim21
525542at33208	Complete	JBWBEE010000570.1	39165	37199	-	199.5	172	https://v10-1.orthodb.org/?query=525542at33208	CAP Gly-rich domain
525888at33208	Complete	JBWBEE010000126.1	109989	111653	+	234.3	158	https://v10-1.orthodb.org/?query=525888at33208	SPRY domain
526074at33208	Duplicated	JBWBEE010000736.1	3840	2139	-	285.1	169	https://v10-1.orthodb.org/?query=526074at33208	cytochrome c oxidase assembly protein COX11, mitochondrial
526074at33208	Duplicated	JBWBEE010004331.1	3182	4556	+	284.8	169	https://v10-1.orthodb.org/?query=526074at33208	cytochrome c oxidase assembly protein COX11, mitochondrial
526487at33208	Complete	JBWBEE010000615.1	68404	61822	-	317.4	166	https://v10-1.orthodb.org/?query=526487at33208	rRNA-processing protein FCF1 homolog
526673at33208	Complete	JBWBEE010002660.1	200	10365	+	405.1	266	https://v10-1.orthodb.org/?query=526673at33208	Ubiquitin-like domain-containing CTD phosphatase 1
526839at33208	Missing
527406at33208	Complete	JBWBEE010000662.1	25436	24342	-	364.2	235	https://v10-1.orthodb.org/?query=527406at33208	Zinc finger, CCCH-type
528325at33208	Complete	JBWBEE010000124.1	137974	135921	-	301.3	159	https://v10-1.orthodb.org/?query=528325at33208	Calcineurin-like phosphoesterase domain, lpxH-type
529092at33208	Complete	JBWBEE010001179.1	11228	15185	+	178.4	114	https://v10-1.orthodb.org/?query=529092at33208	Chromatin modification-related protein Eaf6
529093at33208	Complete	JBWBEE010000108.1	142540	140835	-	293.5	190	https://v10-1.orthodb.org/?query=529093at33208	ATPase, V1 complex, subunit D
529708at33208	Complete	JBWBEE010001397.1	23161	27347	+	222.2	219	https://v10-1.orthodb.org/?query=529708at33208	JNK1/MAPK8-associated membrane protein
529852at33208	Complete	JBWBEE010000076.1	269125	266874	-	186.7	146	https://v10-1.orthodb.org/?query=529852at33208	Signal peptidase complex subunit 2
530431at33208	Complete	JBWBEE010000062.1	263942	258077	-	496.9	377	https://v10-1.orthodb.org/?query=530431at33208	Helicase, C-terminal
532406at33208	Complete	JBWBEE010000409.1	117478	106273	-	291.5	189	https://v10-1.orthodb.org/?query=532406at33208	Ribosome assembly factor mrt4
532693at33208	Complete	JBWBEE010000313.1	17439	26118	+	266.6	248	https://v10-1.orthodb.org/?query=532693at33208	tRNA (guanine(37)-N1)-methyltransferase
532728at33208	Complete	JBWBEE010001177.1	15611	9173	-	158.4	126	https://v10-1.orthodb.org/?query=532728at33208	Chromosome 1 open reading frame 123
532930at33208	Complete	JBWBEE010000235.1	75699	80669	+	203.2	173	https://v10-1.orthodb.org/?query=532930at33208	Golgi SNAP receptor complex member 2
533666at33208	Fragmented	JBWBEE010003037.1	7341	8302	+	62.9	113	https://v10-1.orthodb.org/?query=533666at33208	Mitochondrial ribosomal protein L44
533690at33208	Complete	JBWBEE010000015.1	124475	122136	-	262.8	183	https://v10-1.orthodb.org/?query=533690at33208	ribosome production factor 1
534172at33208	Complete	JBWBEE010000665.1	73428	76781	+	256.7	210	https://v10-1.orthodb.org/?query=534172at33208	Ribosomal protein L4/L1e
534206at33208	Complete	JBWBEE010000187.1	21033	22898	+	117.4	140	https://v10-1.orthodb.org/?query=534206at33208	Zinc finger, C2H2, LYAR-type
534312at33208	Complete	JBWBEE010000322.1	129959	128276	-	250.3	134	https://v10-1.orthodb.org/?query=534312at33208	Ubiquitin-fold modifier-conjugating enzyme 1
534757at33208	Complete	JBWBEE010000583.1	24560	20783	-	199.3	196	https://v10-1.orthodb.org/?query=534757at33208	Rab-GTPase-TBC domain
534808at33208	Complete	JBWBEE010003098.1	11060	14637	+	350.9	249	https://v10-1.orthodb.org/?query=534808at33208	Short-chain dehydrogenase/reductase, conserved site
535268at33208	Complete	JBWBEE010000008.1	470261	472974	+	287.0	177	https://v10-1.orthodb.org/?query=535268at33208	Mak16 protein
535367at33208	Complete	JBWBEE010000038.1	175990	179698	+	219.1	184	https://v10-1.orthodb.org/?query=535367at33208	JmjC domain
535524at33208	Complete	JBWBEE010000594.1	73750	75322	+	270.0	161	https://v10-1.orthodb.org/?query=535524at33208	UPF0113, PUA domain
535650at33208	Complete	JBWBEE010001290.1	24162	25150	+	268.6	166	https://v10-1.orthodb.org/?query=535650at33208	Ribosomal protein L15
535664at33208	Complete	JBWBEE010000016.1	207473	207857	+	130.7	102	https://v10-1.orthodb.org/?query=535664at33208	NADH dehydrogenase 
535782at33208	Complete	JBWBEE010000460.1	49071	48288	-	209.6	165	https://v10-1.orthodb.org/?query=535782at33208	NUDIX hydrolase domain
535806at33208	Complete	JBWBEE010000313.1	44759	42927	-	167.2	134	https://v10-1.orthodb.org/?query=535806at33208	CDP-alcohol phosphatidyltransferase
536251at33208	Complete	JBWBEE010000621.1	50614	49999	-	160.1	129	https://v10-1.orthodb.org/?query=536251at33208	Phosphomevalonate kinase
537470at33208	Complete	JBWBEE010000014.1	81177	83987	+	252.6	154	https://v10-1.orthodb.org/?query=537470at33208	V-ATPase proteolipid subunit
537548at33208	Complete	JBWBEE010000205.1	153892	164228	+	264.7	181	https://v10-1.orthodb.org/?query=537548at33208	ERCC1/RAD10/SWI10 family
537718at33208	Complete	JBWBEE010000024.1	156403	144825	-	213.1	215	https://v10-1.orthodb.org/?query=537718at33208	WD40 repeat
537923at33208	Complete	JBWBEE010000004.1	153595	149664	-	266.3	157	https://v10-1.orthodb.org/?query=537923at33208	GNAT domain
538442at33208	Complete	JBWBEE010000030.1	241687	239247	-	152.6	126	https://v10-1.orthodb.org/?query=538442at33208	Glucosamine-phosphate N-acetyltransferase 1
539043at33208	Complete	JBWBEE010003102.1	8697	10131	+	237.7	149	https://v10-1.orthodb.org/?query=539043at33208	Adenylate kinase isoenzyme 6
539215at33208	Complete	JBWBEE010000436.1	77374	74819	-	196.9	155	https://v10-1.orthodb.org/?query=539215at33208	Zinc finger, C4H2-type
539234at33208	Complete	JBWBEE010000017.1	379354	381273	+	221.6	130	https://v10-1.orthodb.org/?query=539234at33208	GNAT domain
539360at33208	Complete	JBWBEE010001058.1	8005	8765	+	190.3	164	https://v10-1.orthodb.org/?query=539360at33208	TP53-regulating kinase
539600at33208	Complete	JBWBEE010000271.1	38116	39594	+	215.6	147	https://v10-1.orthodb.org/?query=539600at33208	Exosome complex component CSL4, C-terminal
540193at33208	Complete	JBWBEE010000119.1	144957	146341	+	178.8	158	https://v10-1.orthodb.org/?query=540193at33208	Bud13
541231at33208	Complete	JBWBEE010000010.1	106870	105214	-	152.7	155	https://v10-1.orthodb.org/?query=541231at33208	FAM192A/Fyv6, N-terminal
541260at33208	Complete	JBWBEE010000096.1	148608	147736	-	111.7	83	https://v10-1.orthodb.org/?query=541260at33208	Frataxin/CyaY
541421at33208	Complete	JBWBEE010000736.1	9302	6477	-	244.7	162	https://v10-1.orthodb.org/?query=541421at33208	Mediator complex, subunit Med7
543124at33208	Complete	JBWBEE010000136.1	45999	54128	+	312.4	237	https://v10-1.orthodb.org/?query=543124at33208	Solute carrier family 35 member C2
543269at33208	Complete	JBWBEE010000054.1	260534	254257	-	154.8	157	https://v10-1.orthodb.org/?query=543269at33208	NUDIX hydrolase
544546at33208	Complete	JBWBEE010000313.1	45862	47877	+	55.1	130	https://v10-1.orthodb.org/?query=544546at33208	NADH:ubiquinone oxidoreductase intermediate-associated protein 30
544849at33208	Complete	JBWBEE010000063.1	291345	292549	+	150.7	129	https://v10-1.orthodb.org/?query=544849at33208	WW domain
544919at33208	Complete	JBWBEE010000189.1	43340	39356	-	205.6	328	https://v10-1.orthodb.org/?query=544919at33208	beclin 1-associated autophagy-related key regulator
545063at33208	Complete	JBWBEE010000009.1	41614	40213	-	154.6	196	https://v10-1.orthodb.org/?query=545063at33208	Peroxisome assembly protein 12
545389at33208	Complete	JBWBEE010000464.1	67709	62279	-	164.9	112	https://v10-1.orthodb.org/?query=545389at33208	RNA polymerase II subunit A
545641at33208	Complete	JBWBEE010000735.1	54926	56686	+	217.9	122	https://v10-1.orthodb.org/?query=545641at33208	Retinal rod rhodopsin-sensitive cGMP 3', 5'-cyclic phosphodiesterase, delta subunit
545744at33208	Complete	JBWBEE010000393.1	64538	63926	-	109.3	89	https://v10-1.orthodb.org/?query=545744at33208	COX assembly mitochondrial protein
545889at33208	Complete	JBWBEE010000127.1	122633	102880	-	179.4	144	https://v10-1.orthodb.org/?query=545889at33208	protein TEX261
546305at33208	Complete	JBWBEE010000068.1	190969	181725	-	101.8	109	https://v10-1.orthodb.org/?query=546305at33208	Ribosomal protein L18
546751at33208	Complete	JBWBEE010000140.1	172834	171030	-	250.7	157	https://v10-1.orthodb.org/?query=546751at33208	coiled-coil domain-containing protein 130
547099at33208	Complete	JBWBEE010000624.1	41628	39139	-	233.7	156	https://v10-1.orthodb.org/?query=547099at33208	Zinc finger, CCHC-type
547341at33208	Complete	JBWBEE010000167.1	91933	88589	-	222.2	189	https://v10-1.orthodb.org/?query=547341at33208	Ribosomal protein S24/S35, mitochondrial, conserved domain
547766at33208	Complete	JBWBEE010000014.1	241435	236443	-	255.9	160	https://v10-1.orthodb.org/?query=547766at33208	Cytochrome c heme lyase
548327at33208	Complete	JBWBEE010000465.1	67890	66420	-	186.9	136	https://v10-1.orthodb.org/?query=548327at33208	Ribosome biogenesis protein
548444at33208	Complete	JBWBEE010000019.1	324299	312085	-	307.9	242	https://v10-1.orthodb.org/?query=548444at33208	Etoposide-induced 2.4
548732at33208	Complete	JBWBEE010000408.1	77203	75658	-	199.3	134	https://v10-1.orthodb.org/?query=548732at33208	Prefoldin alpha-like
549156at33208	Complete	JBWBEE010000064.1	81883	80195	-	238.9	137	https://v10-1.orthodb.org/?query=549156at33208	Peptidyl-prolyl cis-trans isomerase
549988at33208	Complete	JBWBEE010000891.1	48175	51096	+	128.8	165	https://v10-1.orthodb.org/?query=549988at33208	Ribosome recycling factor
551166at33208	Complete	JBWBEE010000032.1	52552	52978	+	149.8	100	https://v10-1.orthodb.org/?query=551166at33208	thioredoxin-like protein 4A
551620at33208	Complete	JBWBEE010006329.1	1819	3988	+	109.8	179	https://v10-1.orthodb.org/?query=551620at33208	Snf7 family
551632at33208	Complete	JBWBEE010000009.1	330742	332577	+	245.9	181	https://v10-1.orthodb.org/?query=551632at33208	Translin
551831at33208	Complete	JBWBEE010000136.1	12182	10316	-	290.6	205	https://v10-1.orthodb.org/?query=551831at33208	mRNA cap guanine-N7 methyltransferase
552201at33208	Complete	JBWBEE010000561.1	62880	54604	-	329.3	179	https://v10-1.orthodb.org/?query=552201at33208	Ubiquitin-conjugating enzyme E2
552359at33208	Complete	JBWBEE010000009.1	513416	512340	-	165.5	115	https://v10-1.orthodb.org/?query=552359at33208	Trafficking protein particle complex subunit
552764at33208	Complete	JBWBEE010000514.1	66749	70488	+	323.0	173	https://v10-1.orthodb.org/?query=552764at33208	Small GTPase
552949at33208	Complete	JBWBEE010000028.1	341515	345107	+	95.5	130	https://v10-1.orthodb.org/?query=552949at33208	FYVE zinc finger
553411at33208	Complete	JBWBEE010001893.1	19466	28294	+	142.6	142	https://v10-1.orthodb.org/?query=553411at33208	corepressor interacting with RBPJ 1
553585at33208	Complete	JBWBEE010002934.1	5527	8547	+	264.1	163	https://v10-1.orthodb.org/?query=553585at33208	Leucine-rich repeat
554010at33208	Complete	JBWBEE010000242.1	87423	91018	+	294.0	197	https://v10-1.orthodb.org/?query=554010at33208	Winged helix-like DNA-binding domain superfamily
554815at33208	Complete	JBWBEE010001709.1	23823	26400	+	282.6	187	https://v10-1.orthodb.org/?query=554815at33208	Longin domain
555162at33208	Complete	JBWBEE010003559.1	10063	4098	-	289.5	150	https://v10-1.orthodb.org/?query=555162at33208	Translation initiation factor IF2/IF5
555390at33208	Complete	JBWBEE010000052.1	186405	188254	+	232.8	130	https://v10-1.orthodb.org/?query=555390at33208	Ribosomal protein L11, C-terminal
555538at33208	Complete	JBWBEE010000010.1	474980	476496	+	141.8	149	https://v10-1.orthodb.org/?query=555538at33208	Ribonuclease P/MRP, subunit p29
556039at33208	Missing
556189at33208	Complete	JBWBEE010000268.1	121111	122892	+	178.1	163	https://v10-1.orthodb.org/?query=556189at33208	rRNA-processing protein Fcf1/Utp23
556337at33208	Complete	JBWBEE010000004.1	202864	200944	-	218.8	125	https://v10-1.orthodb.org/?query=556337at33208	Ribosomal protein S13/S15, N-terminal
556445at33208	Complete	JBWBEE010000007.1	425421	426966	+	81.9	92	https://v10-1.orthodb.org/?query=556445at33208	28S ribosomal protein S24, mitochondrial
556461at33208	Complete	JBWBEE010000154.1	65983	66891	+	89.7	93	https://v10-1.orthodb.org/?query=556461at33208	Transmembrane protein 242
556510at33208	Complete	JBWBEE010000486.1	81218	89844	+	191.5	127	https://v10-1.orthodb.org/?query=556510at33208	GINS complex, subunit Psf1
556587at33208	Complete	JBWBEE010000140.1	117732	119648	+	130.5	124	https://v10-1.orthodb.org/?query=556587at33208	protein Simiate
556750at33208	Complete	JBWBEE010001499.1	9873	6916	-	110.8	132	https://v10-1.orthodb.org/?query=556750at33208	Translocase of inner mitochondrial membrane domain containing 1
556925at33208	Complete	JBWBEE010001570.1	33579	18599	-	76.1	89	https://v10-1.orthodb.org/?query=556925at33208	DALR anticodon binding
557292at33208	Complete	JBWBEE010000551.1	13784	13054	-	239.2	184	https://v10-1.orthodb.org/?query=557292at33208	6-phosphogluconolactonase
557596at33208	Complete	JBWBEE010000643.1	81571	80303	-	319.4	178	https://v10-1.orthodb.org/?query=557596at33208	Ribosomal protein
557694at33208	Missing
557834at33208	Complete	JBWBEE010000048.1	131431	138000	+	390.5	348	https://v10-1.orthodb.org/?query=557834at33208	Zinc finger, RING-type
557962at33208	Complete	JBWBEE010000454.1	103814	99823	-	298.3	231	https://v10-1.orthodb.org/?query=557962at33208	NUDIX hydrolase domain
558368at33208	Complete	JBWBEE010000339.1	50188	53957	+	263.4	179	https://v10-1.orthodb.org/?query=558368at33208	uncharacterized protein C6orf106 homolog
558385at33208	Complete	JBWBEE010002269.1	10168	14362	+	244.8	194	https://v10-1.orthodb.org/?query=558385at33208	Protein of unknown function with TPD sequence-motif
558552at33208	Complete	JBWBEE010000050.1	69201	71420	+	232.4	125	https://v10-1.orthodb.org/?query=558552at33208	protein BUD31 homolog
558791at33208	Complete	JBWBEE010000059.1	187471	190249	+	236.9	127	https://v10-1.orthodb.org/?query=558791at33208	GNAT domain
558897at33208	Complete	JBWBEE010000138.1	79839	82005	+	184.1	149	https://v10-1.orthodb.org/?query=558897at33208	Dual specificity phosphatase, catalytic domain
558933at33208	Complete	JBWBEE010000045.1	86152	88099	+	245.4	179	https://v10-1.orthodb.org/?query=558933at33208	mRNA splicing factor SYF2
559146at33208	Complete	JBWBEE010000094.1	222233	220768	-	94.2	91	https://v10-1.orthodb.org/?query=559146at33208	Ribonuclease H2, subunit C
559501at33208	Complete	JBWBEE010000048.1	98724	95208	-	281.6	195	https://v10-1.orthodb.org/?query=559501at33208	Malectin domain
559576at33208	Complete	JBWBEE010000233.1	138556	133190	-	285.5	265	https://v10-1.orthodb.org/?query=559576at33208	Domain of unknown function DUF1308
559732at33208	Complete	JBWBEE010000127.1	152035	151495	-	51.5	78	https://v10-1.orthodb.org/?query=559732at33208	NADH dehydrogenase 
559883at33208	Complete	JBWBEE010000005.1	411129	409577	-	236.3	160	https://v10-1.orthodb.org/?query=559883at33208	DNA replication complex GINS protein PSF2
560453at33208	Complete	JBWBEE010000545.1	65703	64049	-	256.6	150	https://v10-1.orthodb.org/?query=560453at33208	Ribosomal protein L22/L17
560566at33208	Complete	JBWBEE010000022.1	195753	198703	+	113.5	156	https://v10-1.orthodb.org/?query=560566at33208	Negative elongation factor E
560584at33208	Complete	JBWBEE010007215.1	2528	1916	-	126.1	87	https://v10-1.orthodb.org/?query=560584at33208	RNA-binding domain superfamily
560694at33208	Complete	JBWBEE010000007.1	532542	533533	+	299.5	205	https://v10-1.orthodb.org/?query=560694at33208	Nitric oxide synthase-interacting protein
561054at33208	Complete	JBWBEE010000035.1	29243	27455	-	158.2	139	https://v10-1.orthodb.org/?query=561054at33208	thymidylate kinase
561248at33208	Complete	JBWBEE010000040.1	324301	325153	+	165.7	173	https://v10-1.orthodb.org/?query=561248at33208	Histone acetyltransferases subunit 3
561417at33208	Complete	JBWBEE010000035.1	305567	306241	+	192.5	125	https://v10-1.orthodb.org/?query=561417at33208	RNA polymerase, Rpb8
561688at33208	Complete	JBWBEE010000407.1	114956	116629	+	216.2	166	https://v10-1.orthodb.org/?query=561688at33208	Meiotic nuclear division protein 1 homolog
561878at33208	Complete	JBWBEE010000028.1	172942	173867	+	213.7	198	https://v10-1.orthodb.org/?query=561878at33208	Cyclin, C-terminal domain 2
561943at33208	Complete	JBWBEE010000579.1	76918	80943	+	332.5	245	https://v10-1.orthodb.org/?query=561943at33208	growth hormone-inducible transmembrane protein
562780at33208	Complete	JBWBEE010002015.1	11982	7680	-	235.2	160	https://v10-1.orthodb.org/?query=562780at33208	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
563084at33208	Complete	JBWBEE010000302.1	36362	36722	+	69.5	80	https://v10-1.orthodb.org/?query=563084at33208	Ribosomal protein S14
563358at33208	Complete	JBWBEE010000099.1	130226	130937	+	167.5	109	https://v10-1.orthodb.org/?query=563358at33208	TM2 domain
563359at33208	Complete	JBWBEE010000682.1	79545	80965	+	131.0	166	https://v10-1.orthodb.org/?query=563359at33208	RWD domain
563426at33208	Complete	JBWBEE010000035.1	219552	218283	-	292.8	245	https://v10-1.orthodb.org/?query=563426at33208	RNA recognition motif domain
563679at33208	Complete	JBWBEE010000079.1	274257	265784	-	141.3	104	https://v10-1.orthodb.org/?query=563679at33208	Ribosomal protein S10 domain
563832at33208	Complete	JBWBEE010000982.1	43874	43163	-	114.5	134	https://v10-1.orthodb.org/?query=563832at33208	Mitochondrial import inner membrane translocase subunit Tim29
564234at33208	Complete	JBWBEE010000271.1	81895	86029	+	206.8	147	https://v10-1.orthodb.org/?query=564234at33208	B9 domain
564286at33208	Complete	JBWBEE010000054.1	6289	4771	-	221.5	118	https://v10-1.orthodb.org/?query=564286at33208	RNA-binding motif protein, X-linked 2
565053at33208	Complete	JBWBEE010000210.1	102264	105713	+	166.8	159	https://v10-1.orthodb.org/?query=565053at33208	Formyl transferase, C-terminal
566026at33208	Complete	JBWBEE010001063.1	30523	25576	-	202.0	178	https://v10-1.orthodb.org/?query=566026at33208	Mediator of RNA polymerase II transcription subunit 8
566116at33208	Complete	JBWBEE010001893.1	25400	23406	-	343.4	215	https://v10-1.orthodb.org/?query=566116at33208	ribosome maturation protein SBDS
566262at33208	Complete	JBWBEE010000035.1	110422	111933	+	131.6	102	https://v10-1.orthodb.org/?query=566262at33208	Prefoldin beta-like
566447at33208	Complete	JBWBEE010000550.1	54034	42804	-	164.3	144	https://v10-1.orthodb.org/?query=566447at33208	THO complex subunit 7 homolog
566527at33208	Complete	JBWBEE010000186.1	118175	119366	+	243.8	186	https://v10-1.orthodb.org/?query=566527at33208	Exoribonuclease, phosphorolytic domain 1
566916at33208	Complete	JBWBEE010000119.1	54314	53068	-	51.4	85	https://v10-1.orthodb.org/?query=566916at33208	NADH dehydrogenase 
567650at33208	Complete	JBWBEE010000570.1	39322	42089	+	165.2	201	https://v10-1.orthodb.org/?query=567650at33208	Leucine-rich repeat
567750at33208	Complete	JBWBEE010000037.1	157999	161010	+	158.1	105	https://v10-1.orthodb.org/?query=567750at33208	Trafficking protein particle complex subunit 2
567809at33208	Complete	JBWBEE010001091.1	47415	50696	+	196.8	117	https://v10-1.orthodb.org/?query=567809at33208	Ribosomal protein S5 domain 2-type fold
568022at33208	Complete	JBWBEE010000115.1	126979	124573	-	210.8	152	https://v10-1.orthodb.org/?query=568022at33208	Ribosomal protein L6, alpha-beta domain
568170at33208	Complete	JBWBEE010001088.1	24686	28927	+	176.2	166	https://v10-1.orthodb.org/?query=568170at33208	Transcription factor TFIID, subunit 8, C-terminal
568839at33208	Complete	JBWBEE010000011.1	171224	172370	+	165.6	196	https://v10-1.orthodb.org/?query=568839at33208	Protein FRG1
568949at33208	Complete	JBWBEE010000134.1	98511	93594	-	243.6	161	https://v10-1.orthodb.org/?query=568949at33208	Synaptobrevin
569294at33208	Duplicated	JBWBEE010000427.1	110908	115512	+	135.0	120	https://v10-1.orthodb.org/?query=569294at33208	SAP30-binding protein
