Data S3. Exaiptasia diaphana (Aiptasia) F003 strain-specific gene models identified by OrthoVenn3, including orthogroup assignments and functional annotations.				
Orthologs Group ID	# Proteins	Protein ID	Swiss-Prot Hit	GO Annotation
cluster17646	2	F003|KAN1698539.1;F003|KAN1698540.1	Q9P080	GO:0032006; P:regulation of TOR signaling; IMP:UniProtKB
cluster17647	2	F003|KAN1698635.1;F003|KAN1700609.1		
cluster17648	2	F003|KAN1698636.1;F003|KAN1701491.1		
cluster17649	2	F003|KAN1698645.1;F003|KAN1700296.1	Q8NI36	GO:0007601; P:visual perception; IEA:UniProtKB-KW
cluster17650	2	F003|KAN1698683.1;F003|KAN1701245.1		
cluster17651	2	F003|KAN1698698.1;F003|KAN1699036.1	Q14289	GO:0048010; P:vascular endothelial growth factor receptor signaling pathway; IMP:BHF-UCL
cluster17652	2	F003|KAN1698776.1;F003|KAN1707424.1		
cluster17653	2	F003|KAN1698792.1;F003|KAN1710609.1	Q2FH01	GO:0070689; P:L-threonine catabolic process to propionate; IEA:UniProtKB-UniPathway
cluster17654	2	F003|KAN1698824.1;F003|KAN1699835.1		
cluster17655	2	F003|KAN1698831.1;F003|KAN1698832.1	E1C1R4	GO:0006511; P:ubiquitin-dependent protein catabolic process; IEA:InterPro
cluster17656	2	F003|KAN1698846.1;F003|KAN1699990.1		
cluster17657	2	F003|KAN1698848.1;F003|KAN1707344.1	Q8IS64	GO:0016486; P:peptide hormone processing; IEA:InterPro
cluster17658	2	F003|KAN1698867.1;F003|KAN1713393.1		
cluster17659	2	F003|KAN1698930.1;F003|KAN1706662.1		
cluster17660	2	F003|KAN1699032.1;F003|KAN1705062.1		
cluster17661	2	F003|KAN1699057.1;F003|KAN1703670.1		
cluster17662	2	F003|KAN1699058.1;F003|KAN1699942.1		
cluster17663	2	F003|KAN1699070.1;F003|KAN1716942.1	Q9Y5X5	GO:0043408; P:regulation of MAPK cascade; IEA:InterPro
cluster17664	2	F003|KAN1699124.1;F003|KAN1700456.1		
cluster17665	2	F003|KAN1699159.1;F003|KAN1701800.1		
cluster17666	2	F003|KAN1699174.1;F003|KAN1702965.1	Q9NZS4	GO:0006006; P:glucose metabolic process; IMP:UniProtKB
cluster17667	2	F003|KAN1699209.1;F003|KAN1701696.1	Q9D8P7	GO:0006383; P:transcription by RNA polymerase III; ISO:MGI
cluster17668	2	F003|KAN1699297.1;F003|KAN1699459.1		
cluster17669	2	F003|KAN1699440.1;F003|KAN1722714.1		
cluster17670	2	F003|KAN1699451.1;F003|KAN1701918.1		
cluster17671	2	F003|KAN1699536.1;F003|KAN1699537.1		
cluster17672	2	F003|KAN1699542.1;F003|KAN1702461.1		
cluster17673	2	F003|KAN1699629.1;F003|KAN1714656.1		
cluster17674	2	F003|KAN1699674.1;F003|KAN1709341.1	O15439	GO:0055085; P:transmembrane transport; IBA:GO_Central
cluster17675	2	F003|KAN1699760.1;F003|KAN1702487.1	Q63647	GO:0005634; C:nucleus; IBA:GO_Central
cluster17676	2	F003|KAN1699768.1;F003|KAN1700545.1		
cluster17677	2	F003|KAN1699802.1;F003|KAN1714076.1		
cluster17678	2	F003|KAN1699823.1;F003|KAN1700136.1		
cluster17679	2	F003|KAN1699824.1;F003|KAN1700137.1	Q5F489	GO:0046982; F:protein heterodimerization activity; IEA:InterPro
cluster17680	2	F003|KAN1699828.1;F003|KAN1707203.1		
cluster17681	2	F003|KAN1699877.1;F003|KAN1705648.1	Q5ZLC8	
cluster17682	2	F003|KAN1699919.1;F003|KAN1700067.1		
cluster17683	2	F003|KAN1699928.1;F003|KAN1709167.1		
cluster17684	2	F003|KAN1699930.1;F003|KAN1704381.1		
cluster17685	2	F003|KAN1699934.1;F003|KAN1699935.1	Q3ZBG4	GO:0001756; P:somitogenesis; IBA:GO_Central
cluster17686	2	F003|KAN1699947.1;F003|KAN1706200.1		
cluster17687	2	F003|KAN1699953.1;F003|KAN1715290.1		
cluster17688	2	F003|KAN1700128.1;F003|KAN1700129.1	B3EX02	GO:0016020; C:membrane; IEA:InterPro
cluster17689	2	F003|KAN1700134.1;F003|KAN1700135.1	Q5ZHV2	GO:0048659; P:smooth muscle cell proliferation; ISS:UniProtKB
cluster17690	2	F003|KAN1700161.1;F003|KAN1700162.1	B5FXA0	GO:0022904; P:respiratory electron transport chain; ISS:UniProtKB
cluster17691	2	F003|KAN1700178.1;F003|KAN1705060.1		
cluster17692	2	F003|KAN1700200.1;F003|KAN1703729.1		
cluster17693	2	F003|KAN1700201.1;F003|KAN1703730.1		
cluster17694	2	F003|KAN1700276.1;F003|KAN1707680.1	Q8BHB4	GO:0030515; F:snoRNA binding; IBA:GO_Central
cluster17695	2	F003|KAN1700288.1;F003|KAN1703356.1		
cluster17696	2	F003|KAN1700297.1;F003|KAN1701972.1		
cluster17697	2	F003|KAN1700390.1;F003|KAN1715264.1		
cluster17698	2	F003|KAN1700434.1;F003|KAN1700738.1		
cluster17699	2	F003|KAN1700446.1;F003|KAN1701058.1		
cluster17700	2	F003|KAN1700506.1;F003|KAN1700508.1	O47497	GO:0042773; P:ATP synthesis coupled electron transport; IEA:InterPro
cluster17701	2	F003|KAN1700529.1;F003|KAN1701744.1		
cluster17702	2	F003|KAN1700571.1;F003|KAN1716307.1		
cluster17703	2	F003|KAN1700636.1;F003|KAN1703704.1		
cluster17704	2	F003|KAN1700689.1;F003|KAN1714804.1		
cluster17705	2	F003|KAN1700712.1;F003|KAN1703865.1		
cluster17706	2	F003|KAN1700729.1;F003|KAN1701760.1	Q17R09	GO:0000398; P:mRNA splicing, via spliceosome; IBA:GO_Central
cluster17707	2	F003|KAN1700759.1;F003|KAN1701427.1		
cluster17708	2	F003|KAN1700839.1;F003|KAN1715305.1		
cluster17709	2	F003|KAN1700843.1;F003|KAN1710200.1		
cluster17710	2	F003|KAN1700846.1;F003|KAN1703712.1		
cluster17711	2	F003|KAN1700860.1;F003|KAN1704478.1		
cluster17712	2	F003|KAN1700941.1;F003|KAN1720213.1		
cluster17713	2	F003|KAN1701177.1;F003|KAN1708232.1		
cluster17714	2	F003|KAN1701186.1;F003|KAN1705755.1	B3EWY9	GO:0010469; P:regulation of signaling receptor activity; IEA:InterPro
cluster17715	2	F003|KAN1701200.1;F003|KAN1702708.1		
cluster17716	2	F003|KAN1701266.1;F003|KAN1714805.1		
cluster17717	2	F003|KAN1701283.1;F003|KAN1702029.1		
cluster17718	2	F003|KAN1701314.1;F003|KAN1705790.1		
cluster17719	2	F003|KAN1701381.1;F003|KAN1703456.1		
cluster17720	2	F003|KAN1701420.1;F003|KAN1702075.1		
cluster17721	2	F003|KAN1701439.1;F003|KAN1708717.1		
cluster17722	2	F003|KAN1701472.1;F003|KAN1702898.1		
cluster17723	2	F003|KAN1701652.1;F003|KAN1704801.1		
cluster17724	2	F003|KAN1701717.1;F003|KAN1707633.1	A2RUV5	GO:0051321; P:meiotic cell cycle; IEA:UniProtKB-KW
cluster17725	2	F003|KAN1701852.1;F003|KAN1710787.1		
cluster17726	2	F003|KAN1701854.1;F003|KAN1709695.1		
cluster17727	2	F003|KAN1701858.1;F003|KAN1701859.1		
cluster17728	2	F003|KAN1701912.1;F003|KAN1706658.1		
cluster17729	2	F003|KAN1701964.1;F003|KAN1702356.1		
cluster17730	2	F003|KAN1702064.1;F003|KAN1705444.1		
cluster17731	2	F003|KAN1702132.1;F003|KAN1714596.1		
cluster17732	2	F003|KAN1702157.1;F003|KAN1702158.1	Q09JY9	GO:0032438; P:melanosome organization; IMP:HGNC
cluster17733	2	F003|KAN1702194.1;F003|KAN1713057.1		
cluster17734	2	F003|KAN1702210.1;F003|KAN1702352.1	E1B932	GO:0016055; P:Wnt signaling pathway; ISS:UniProtKB
cluster17735	2	F003|KAN1702281.1;F003|KAN1706100.1		
cluster17736	2	F003|KAN1702411.1;F003|KAN1710860.1		
cluster17737	2	F003|KAN1702490.1;F003|KAN1708740.1		
cluster17738	2	F003|KAN1702612.1;F003|KAN1702707.1		
cluster17739	2	F003|KAN1702662.1;F003|KAN1702799.1		
cluster17740	2	F003|KAN1702811.1;F003|KAN1702812.1		
cluster17741	2	F003|KAN1702854.1;F003|KAN1702855.1		
cluster17742	2	F003|KAN1702940.1;F003|KAN1714009.1	P26446	GO:0070212; P:protein poly-ADP-ribosylation; IDA:UniProtKB
cluster17743	2	F003|KAN1703016.1;F003|KAN1704082.1	Q9FT73	GO:0000724; P:double-strand break repair via homologous recombination; IBA:GO_Central
cluster17744	2	F003|KAN1703031.1;F003|KAN1718115.1		
cluster17745	2	F003|KAN1703103.1;F003|KAN1705134.1		
cluster17746	2	F003|KAN1703200.1;F003|KAN1706234.1		
cluster17747	2	F003|KAN1703383.1;F003|KAN1706289.1		
cluster17748	2	F003|KAN1703445.1;F003|KAN1703969.1		
cluster17749	2	F003|KAN1703455.1;F003|KAN1714044.1		
cluster17750	2	F003|KAN1703471.1;F003|KAN1705254.1	B3EWZ6	GO:0016020; C:membrane; IEA:InterPro
cluster17751	2	F003|KAN1703573.1;F003|KAN1710182.1		
cluster17752	2	F003|KAN1703708.1;F003|KAN1710196.1		
cluster17753	2	F003|KAN1703734.1;F003|KAN1703735.1		
cluster17754	2	F003|KAN1703817.1;F003|KAN1708849.1	Q12986	GO:0016032; P:viral process; IEA:UniProtKB-KW
cluster17755	2	F003|KAN1703826.1;F003|KAN1708719.1		
cluster17756	2	F003|KAN1703891.1;F003|KAN1710918.1		
cluster17757	2	F003|KAN1703900.1;F003|KAN1710735.1		
cluster17758	2	F003|KAN1703938.1;F003|KAN1705549.1	P56941	GO:0006486; P:protein glycosylation; ISS:UniProtKB
cluster17759	2	F003|KAN1704146.1;F003|KAN1704147.1	Q9HD67	GO:0051489; P:regulation of filopodium assembly; IMP:UniProtKB
cluster17760	2	F003|KAN1704290.1;F003|KAN1706855.1		
cluster17761	2	F003|KAN1704352.1;F003|KAN1718296.1	A6QLU6	GO:0007186; P:G protein-coupled receptor signaling pathway; ISS:UniProtKB
cluster17762	2	F003|KAN1704364.1;F003|KAN1713380.1		
cluster17763	2	F003|KAN1704577.1;F003|KAN1709999.1		
cluster17764	2	F003|KAN1704714.1;F003|KAN1705461.1		
cluster17765	2	F003|KAN1704715.1;F003|KAN1705460.1		
cluster17766	2	F003|KAN1704744.1;F003|KAN1710094.1	Q80TP3	GO:0031647; P:regulation of protein stability; IMP:MGI
cluster17767	2	F003|KAN1704777.1;F003|KAN1709351.1		
cluster17768	2	F003|KAN1704838.1;F003|KAN1704839.1	O35261	GO:0006355; P:regulation of transcription, DNA-templated; IDA:MGI
cluster17769	2	F003|KAN1704864.1;F003|KAN1707157.1	Q8IZS8	GO:0034765; P:regulation of ion transmembrane transport; IEA:UniProtKB-KW
cluster17770	2	F003|KAN1704914.1;F003|KAN1706769.1		
cluster17771	2	F003|KAN1704964.1;F003|KAN1704966.1	Q8IZS8	GO:0016020; C:membrane; IEA:InterPro
cluster17772	2	F003|KAN1705133.1;F003|KAN1711827.1	P11533	GO:0008270; F:zinc ion binding; IEA:InterPro
cluster17773	2	F003|KAN1705193.1;F003|KAN1705194.1		
cluster17774	2	F003|KAN1705372.1;F003|KAN1709887.1		
cluster17775	2	F003|KAN1705637.1;F003|KAN1707542.1		
cluster17776	2	F003|KAN1705667.1;F003|KAN1708860.1		
cluster17777	2	F003|KAN1705685.1;F003|KAN1705686.1	Q5ZIH0	GO:0016180; P:snRNA processing; ISS:BHF-UCL
cluster17778	2	F003|KAN1705777.1;F003|KAN1705778.1		
cluster17779	2	F003|KAN1705832.1;F003|KAN1717839.1		
cluster17780	2	F003|KAN1706007.1;F003|KAN1706009.1		
cluster17781	2	F003|KAN1706110.1;F003|KAN1711643.1	O75762	GO:0050955; P:thermoception; IEA:Ensembl
cluster17782	2	F003|KAN1706411.1;F003|KAN1710133.1		
cluster17783	2	F003|KAN1706419.1;F003|KAN1706420.1		
cluster17784	2	F003|KAN1706459.1;F003|KAN1706460.1	Q96NN9	GO:0097194; P:execution phase of apoptosis; IDA:BHF-UCL
cluster17785	2	F003|KAN1706576.1;F003|KAN1706577.1		
cluster17786	2	F003|KAN1706647.1;F003|KAN1706648.1	P35546	GO:0001657; P:ureteric bud development; IMP:MGI
cluster17787	2	F003|KAN1706716.1;F003|KAN1716372.1		
cluster17788	2	F003|KAN1706911.1;F003|KAN1710794.1		
cluster17789	2	F003|KAN1707037.1;F003|KAN1712015.1	Q69Z98	GO:0010975; P:regulation of neuron projection development; IGI:ARUK-UCL
cluster17790	2	F003|KAN1707598.1;F003|KAN1721985.1	Q5RCD3	GO:0006511; P:ubiquitin-dependent protein catabolic process; IEA:InterPro
cluster17791	2	F003|KAN1707859.1;F003|KAN1707860.1		
cluster17792	2	F003|KAN1708282.1;F003|KAN1710019.1	O88783	GO:0007596; P:blood coagulation; IDA:MGI
cluster17793	2	F003|KAN1708570.1;F003|KAN1714763.1		
cluster17794	2	F003|KAN1708613.1;F003|KAN1712180.1	O73754	GO:0032525; P:somite rostral/caudal axis specification; IMP:BHF-UCL
cluster17795	2	F003|KAN1709334.1;F003|KAN1709335.1		
cluster17796	2	F003|KAN1709421.1;F003|KAN1711621.1		
cluster17797	2	F003|KAN1709422.1;F003|KAN1711620.1		
cluster17798	2	F003|KAN1709548.1;F003|KAN1723411.1	A0A0R4IBK5	GO:0006511; P:ubiquitin-dependent protein catabolic process; IBA:GO_Central
cluster17799	2	F003|KAN1709555.1;F003|KAN1713589.1		
cluster17800	2	F003|KAN1710004.1;F003|KAN1710005.1	P81021	GO:0003723; F:RNA binding; IEA:UniProtKB-KW
cluster17801	2	F003|KAN1710100.1;F003|KAN1710101.1		
cluster17802	2	F003|KAN1710219.1;F003|KAN1710221.1	Q92845	GO:0007165; P:signal transduction; TAS:ProtInc
cluster17803	2	F003|KAN1710230.1;F003|KAN1717974.1		
cluster17804	2	F003|KAN1710269.1;F003|KAN1710271.1		
cluster17805	2	F003|KAN1710360.1;F003|KAN1710363.1		
cluster17806	2	F003|KAN1710675.1;F003|KAN1714010.1	P54417	GO:0031460; P:glycine betaine transport; IMP:CACAO
cluster17807	2	F003|KAN1710680.1;F003|KAN1710681.1		
cluster17808	2	F003|KAN1710775.1;F003|KAN1719838.1		
cluster17809	2	F003|KAN1711023.1;F003|KAN1711024.1		
cluster17810	2	F003|KAN1711286.1;F003|KAN1711287.1		
cluster17811	2	F003|KAN1711323.1;F003|KAN1719482.1	Q5PQ09	GO:0036459; F:thiol-dependent ubiquitinyl hydrolase activity; IEA:UniProtKB-EC
cluster17812	2	F003|KAN1711883.1;F003|KAN1711884.1	Q8N2J7	GO:0008236; F:serine-type peptidase activity; IEA:UniProtKB-KW
cluster17813	2	F003|KAN1712053.1;F003|KAN1712054.1	Q9VA27	GO:0016705; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; IEA:InterPro
cluster17814	2	F003|KAN1712224.1;F003|KAN1712226.1	Q6NZ67	GO:0005819; C:spindle; IDA:UniProtKB
cluster17815	2	F003|KAN1712581.1;F003|KAN1722576.1		
cluster17816	2	F003|KAN1712621.1;F003|KAN1712622.1		
cluster17817	2	F003|KAN1712816.1;F003|KAN1712817.1		
cluster17818	2	F003|KAN1713193.1;F003|KAN1716549.1		
cluster17819	2	F003|KAN1713327.1;F003|KAN1713329.1		
cluster17820	2	F003|KAN1713635.1;F003|KAN1713636.1		
cluster17821	2	F003|KAN1713655.1;F003|KAN1713658.1		
cluster17822	2	F003|KAN1714566.1;F003|KAN1714567.1	O00470	GO:0045665; P:negative regulation of neuron differentiation; IEA:Ensembl
cluster17823	2	F003|KAN1714773.1;F003|KAN1721596.1		
cluster17824	2	F003|KAN1714861.1;F003|KAN1714862.1		
cluster17825	2	F003|KAN1715083.1;F003|KAN1718043.1		
cluster17826	2	F003|KAN1715275.1;F003|KAN1715276.1	Q8K3P0	GO:0055114; P:oxidation-reduction process; ISO:MGI
cluster17827	2	F003|KAN1715545.1;F003|KAN1715546.1		
cluster17828	2	F003|KAN1715589.1;F003|KAN1715590.1		
cluster17829	2	F003|KAN1715616.1;F003|KAN1715617.1		
cluster17830	2	F003|KAN1715901.1;F003|KAN1715902.1		
cluster17831	2	F003|KAN1716208.1;F003|KAN1716209.1		
cluster17832	2	F003|KAN1716229.1;F003|KAN1716230.1		
cluster17833	2	F003|KAN1716270.1;F003|KAN1716271.1		
cluster17834	2	F003|KAN1716409.1;F003|KAN1718540.1	P20269	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro
cluster17835	2	F003|KAN1716477.1;F003|KAN1716478.1		
cluster17836	2	F003|KAN1716687.1;F003|KAN1716699.1	Q0V9V2	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW
cluster17837	2	F003|KAN1716760.1;F003|KAN1716761.1	Q04724	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW
cluster17838	2	F003|KAN1717042.1;F003|KAN1717043.1	P17164	GO:0016139; P:glycoside catabolic process; IBA:GO_Central
cluster17839	2	F003|KAN1717075.1;F003|KAN1717076.1	P47990	GO:0009115; P:xanthine catabolic process; ISS:UniProtKB
cluster17840	2	F003|KAN1717111.1;F003|KAN1722522.1	P35546	GO:0001657; P:ureteric bud development; IMP:MGI
cluster17841	2	F003|KAN1717557.1;F003|KAN1722959.1		
cluster17842	2	F003|KAN1717852.1;F003|KAN1718506.1		
cluster17843	2	F003|KAN1717966.1;F003|KAN1717968.1	Q8CGS6	GO:0016446; P:somatic hypermutation of immunoglobulin genes; IMP:UniProtKB
cluster17844	2	F003|KAN1718495.1;F003|KAN1718496.1		
cluster17845	2	F003|KAN1718554.1;F003|KAN1718556.1		
cluster17846	2	F003|KAN1718555.1;F003|KAN1718557.1	Q55FS2	GO:0031098; P:stress-activated protein kinase signaling cascade; IBA:GO_Central
cluster17847	2	F003|KAN1718606.1;F003|KAN1718607.1		
cluster17848	2	F003|KAN1718711.1;F003|KAN1719766.1		
cluster17849	2	F003|KAN1719237.1;F003|KAN1719238.1		
cluster17850	2	F003|KAN1719672.1;F003|KAN1719673.1	Q99MR8	GO:0006552; P:leucine catabolic process; IEA:UniProtKB-UniPathway
cluster17851	2	F003|KAN1720193.1;F003|KAN1720195.1		
cluster17852	2	F003|KAN1720451.1;F003|KAN1720452.1		
cluster17853	2	F003|KAN1720468.1;F003|KAN1720469.1	Q8CI95	GO:0010890; P:positive regulation of sequestering of triglyceride; ISO:MGI
cluster17854	2	F003|KAN1720474.1;F003|KAN1720475.1	G5ECQ2	GO:1904937; P:sensory neuron migration; IGI:UniProtKB
cluster17855	2	F003|KAN1720753.1;F003|KAN1720754.1		
cluster17856	2	F003|KAN1721180.1;F003|KAN1721182.1	P98063	GO:0006508; P:proteolysis; ISO:MGI
cluster17857	2	F003|KAN1721367.1;F003|KAN1721369.1		
cluster17858	2	F003|KAN1721512.1;F003|KAN1721513.1		
cluster17859	2	F003|KAN1721752.1;F003|KAN1721753.1	Q64181	GO:0006957; P:complement activation, alternative pathway; IEA:UniProtKB-KW
cluster17860	2	F003|KAN1721932.1;F003|KAN1722742.1		
cluster17861	2	F003|KAN1722003.1;F003|KAN1722004.1		
cluster17862	2	F003|KAN1722020.1;F003|KAN1722021.1	Q6NTV6	GO:0030036; P:actin cytoskeleton organization; IEA:InterPro
cluster17863	2	F003|KAN1722083.1;F003|KAN1722084.1	Q8N653	GO:0009653; P:anatomical structure morphogenesis; TAS:ProtInc
cluster17864	2	F003|KAN1722500.1;F003|KAN1722502.1	Q6NUT3	GO:0008643; P:carbohydrate transport; IEA:InterPro
cluster17865	2	F003|KAN1723206.1;F003|KAN1723207.1		
cluster17866	2	F003|KAN1724634.1;F003|KAN1724635.1	Q9BWK9	GO:1902954; P:regulation of early endosome to recycling endosome transport; IMP:UniProtKB
cluster17867	2	F003|KAN1724654.1;F003|KAN1724658.1		
